// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
40913	-9.770589	1.258214	-0.642540	0.673646	0.061241	0.735845	0.031343
40914	-9.631264	1.125074	-0.748865	0.672700	0.060614	0.736707	0.032609
40915	-9.642398	1.372071	-0.847710	0.671716	0.060106	0.737593	0.033785
40916	-9.657345	1.521232	-0.861816	0.670689	0.059423	0.738525	0.035007
40917	-9.645699	1.463576	-0.924019	0.669652	0.058941	0.739462	0.035897
40918	-9.609957	1.453695	-1.063377	0.668594	0.058615	0.740412	0.036567
40919	-9.578271	1.229966	-1.254937	0.667588	0.058510	0.741304	0.037018
40920	-9.560447	1.175465	-1.421209	0.666657	0.058712	0.742124	0.037058
40921	-9.577692	1.227865	-1.438536	0.665840	0.058950	0.742841	0.036999
40922	-9.609131	1.304654	-1.353577	0.665145	0.059363	0.743444	0.036723
40923	-9.658683	1.438337	-1.350529	0.664545	0.059910	0.743962	0.036218
40924	-9.687714	1.542748	-1.249252	0.664048	0.060444	0.744392	0.035614
40925	-9.731760	1.557378	-1.168799	0.663598	0.060958	0.744782	0.034949
40926	-9.662777	1.540986	-1.153994	0.663179	0.061315	0.745150	0.034415
40927	-9.599665	1.420933	-1.141999	0.662752	0.061362	0.745534	0.034245
40928	-9.669797	1.261083	-1.267309	0.662362	0.061224	0.745890	0.034300
40929	-9.598791	1.321523	-1.257511	0.661999	0.061004	0.746223	0.034464
40930	-9.582840	1.373303	-1.135527	0.661651	0.060514	0.746550	0.034919
40931	-9.574809	1.272986	-1.057161	0.661291	0.060156	0.746883	0.035236
40932	-9.562138	1.297812	-1.098241	0.660882	0.059944	0.747254	0.035391
40933	-9.606632	1.210442	-1.198177	0.660439	0.059921	0.747650	0.035337
40934	-9.612585	1.229929	-1.154043	0.660013	0.059942	0.748030	0.035219
40935	-9.632085	1.095236	-1.200398	0.659539	0.060278	0.748440	0.034816
40936	-9.603375	1.384380	-1.272366	0.659068	0.060600	0.748847	0.034432
40937	-9.595148	1.320246	-1.306934	0.658618	0.060748	0.749237	0.034295
40938	-9.591079	1.210462	-1.366217	0.658186	0.060964	0.749608	0.034078
40939	-9.616710	1.349833	-1.400013	0.657779	0.061267	0.749955	0.033765
40940	-9.608205	1.403941	-1.461328	0.657425	0.061425	0.750261	0.033583
40941	-9.614474	1.434948	-1.475731	0.657133	0.061404	0.750518	0.033589
40942	-9.622264	1.316453	-1.485372	0.656922	0.061342	0.750704	0.033669
40943	-9.616150	1.302399	-1.458230	0.656762	0.061357	0.750848	0.033575
40944	-9.602734	1.358634	-1.467051	0.656647	0.061378	0.750949	0.033516
40945	-9.607136	1.285659	-1.447336	0.656590	0.061353	0.751002	0.033497
