// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
40913	-9.772746	0.539301	-1.389267	-0.647490	-0.080877	-0.756554	0.042917
40914	-9.820738	0.444120	-1.546829	-0.647387	-0.079810	-0.756835	0.041489
40915	-9.715200	0.561333	-1.767190	-0.647376	-0.078395	-0.757078	0.039882
40916	-9.673460	0.727022	-1.787935	-0.647446	-0.076980	-0.757246	0.038290
40917	-9.667132	0.640335	-1.728114	-0.647589	-0.075721	-0.757327	0.036761
40918	-9.562622	0.427791	-1.797016	-0.647767	-0.074947	-0.757302	0.035705
40919	-9.420720	0.155445	-1.995020	-0.647858	-0.074585	-0.757289	0.035088
40920	-9.338241	-0.010922	-2.041562	-0.647811	-0.074514	-0.757343	0.034935
40921	-9.241321	0.122895	-2.231586	-0.647542	-0.074717	-0.757544	0.035128
40922	-9.385411	0.323985	-2.211992	-0.647092	-0.075204	-0.757862	0.035523
40923	-9.579653	0.604136	-2.024354	-0.646678	-0.075886	-0.758124	0.036007
40924	-9.671126	0.875007	-1.902797	-0.646269	-0.076674	-0.758367	0.036580
40925	-9.783434	0.978740	-1.714484	-0.645910	-0.077276	-0.758594	0.036927
40926	-9.779871	0.989782	-1.693234	-0.645677	-0.077514	-0.758763	0.037027
40927	-9.585750	0.853360	-1.684867	-0.645494	-0.077476	-0.758928	0.036914
40928	-9.590346	0.633923	-1.620086	-0.645390	-0.077031	-0.759081	0.036534
40929	-9.589065	0.465584	-1.642713	-0.645304	-0.076476	-0.759230	0.036106
40930	-9.580818	0.412100	-1.782389	-0.645221	-0.075876	-0.759386	0.035570
40931	-9.606810	0.378005	-1.793928	-0.645191	-0.075203	-0.759510	0.034891
40932	-9.637779	0.312783	-1.730331	-0.645242	-0.074569	-0.759557	0.034289
40933	-9.621110	0.324840	-1.590389	-0.645351	-0.074097	-0.759529	0.033860
