// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
43442	-5.449479	0.505629	8.104867	0.956196	0.024486	0.291664	0.004737
43443	-5.465182	0.514284	8.093556	0.956190	0.024424	0.291686	0.004761
43444	-5.470633	0.492107	8.079694	0.956184	0.024394	0.291709	0.004785
43445	-5.456962	0.502098	8.089408	0.956185	0.024351	0.291708	0.004809
43446	-5.462227	0.491223	8.106689	0.956192	0.024318	0.291689	0.004817
43447	-5.443077	0.490581	8.099674	0.956192	0.024297	0.291690	0.004829
43448	-5.467892	0.499016	8.060947	0.956194	0.024283	0.291684	0.004846
43449	-5.448813	0.488784	8.085277	0.956199	0.024226	0.291673	0.004883
43450	-5.439849	0.519002	8.080869	0.956204	0.024215	0.291659	0.004860
43451	-5.439561	0.476950	8.081796	0.956209	0.024194	0.291642	0.004868
43452	-5.445195	0.487047	8.098464	0.956208	0.024175	0.291647	0.004873
43453	-5.474938	0.485546	8.077175	0.956209	0.024164	0.291645	0.004894
43454	-5.466122	0.495714	8.072977	0.956199	0.024170	0.291677	0.004911
43455	-5.442584	0.496023	8.079515	0.956199	0.024159	0.291676	0.004932
43456	-5.452789	0.475551	8.114212	0.956203	0.024141	0.291667	0.004926
43457	-5.453303	0.484580	8.082502	0.956199	0.024136	0.291678	0.004937
43458	-5.454071	0.493931	8.050599	0.956192	0.024155	0.291700	0.004922
43459	-5.445341	0.494647	8.077741	0.956190	0.024157	0.291707	0.004917
43460	-5.445969	0.484748	8.108739	0.956194	0.024149	0.291695	0.004917
43461	-5.456217	0.494519	8.111672	0.956201	0.024136	0.291673	0.004909
43462	-5.465810	0.472381	8.084320	0.956202	0.024122	0.291670	0.004919
43463	-5.446997	0.492689	8.076745	0.956206	0.024105	0.291659	0.004931
43464	-5.442730	0.492702	8.090276	0.956205	0.024097	0.291662	0.004957
43465	-5.443130	0.492366	8.090027	0.956212	0.024093	0.291638	0.004957
43466	-5.443574	0.482404	8.121156	0.956213	0.024080	0.291636	0.004966
43467	-5.458824	0.501501	8.078671	0.956211	0.024093	0.291644	0.004962
43468	-5.449741	0.481404	8.106404	0.956206	0.024079	0.291659	0.004978
43469	-5.455527	0.501299	8.091565	0.956207	0.024077	0.291658	0.004989
43470	-5.455577	0.489883	8.060468	0.956209	0.024081	0.291648	0.004991
43471	-5.446425	0.490282	8.087936	0.956215	0.024060	0.291634	0.004979
43472	-5.446654	0.489497	8.087829	0.956224	0.024033	0.291606	0.004977
43473	-5.442391	0.509938	8.101059	0.956231	0.024019	0.291584	0.004968
43474	-5.441871	0.477498	8.070682	0.956236	0.024009	0.291567	0.004964
43475	-5.461895	0.497430	8.076847	0.956249	0.023985	0.291527	0.004962
43476	-5.437613	0.487660	8.115360	0.956260	0.023955	0.291494	0.004956
43477	-5.442514	0.486287	8.101477	0.956267	0.023922	0.291474	0.004950
43478	-5.442229	0.474352	8.070626	0.956276	0.023905	0.291445	0.004957
43479	-5.433017	0.495126	8.097846	0.956290	0.023868	0.291401	0.004943
43480	-5.452325	0.482824	8.073745	0.956293	0.023840	0.291394	0.004927
43481	-5.442238	0.451117	8.071076	0.956304	0.023830	0.291359	0.004918
43482	-5.452820	0.501832	8.073208	0.956320	0.023772	0.291314	0.004913
43483	-5.437721	0.490546	8.084291	0.956342	0.023712	0.291245	0.004897
43484	-5.451571	0.468460	8.105932	0.956367	0.023636	0.291169	0.004878
43485	-5.451043	0.467002	8.106371	0.956386	0.023601	0.291112	0.004852
43486	-5.436092	0.456124	8.117314	0.956398	0.023558	0.291074	0.004866
43487	-5.446151	0.474951	8.089035	0.956403	0.023527	0.291062	0.004845
43488	-5.422061	0.474086	8.096048	0.956413	0.023436	0.291035	0.004850
43489	-5.470753	0.471279	8.081943	0.956427	0.023390	0.290992	0.004845
43490	-5.421512	0.450802	8.096845	0.956442	0.023364	0.290946	0.004837
