// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
55285	0.003340	0.008408	9.811869	-0.998652	-0.001102	-0.001495	-0.051876
55286	0.011322	0.020923	9.797071	-0.998652	-0.001112	-0.001486	-0.051864
55287	0.011244	0.021109	9.797071	-0.998653	-0.001089	-0.001486	-0.051859
55288	0.022183	0.003666	9.817816	-0.998652	-0.001093	-0.001472	-0.051866
55289	0.016657	0.012600	9.807443	-0.998652	-0.001078	-0.001474	-0.051873
55290	0.016001	0.001426	9.798094	-0.998652	-0.001072	-0.001485	-0.051868
55291	0.002258	-0.001574	9.802519	-0.998651	-0.001074	-0.001469	-0.051888
55292	0.015764	0.001963	9.798095	-0.998652	-0.001072	-0.001477	-0.051883
55293	0.004988	0.030963	9.786696	-0.998651	-0.001064	-0.001470	-0.051885
55294	-0.003677	0.007970	9.792145	-0.998651	-0.001071	-0.001478	-0.051898
55295	0.015580	0.014030	9.807443	-0.998652	-0.001062	-0.001465	-0.051883
55296	-0.003895	0.008572	9.792145	-0.998652	-0.001069	-0.001465	-0.051878
55297	0.009698	0.023541	9.797067	-0.998652	-0.001075	-0.001482	-0.051872
55298	0.020067	-0.004921	9.808472	-0.998652	-0.001076	-0.001479	-0.051873
55299	0.006713	0.003472	9.822241	-0.998652	-0.001086	-0.001479	-0.051866
55300	0.014261	0.004566	9.798096	-0.998652	-0.001084	-0.001482	-0.051864
55301	0.000523	0.001687	9.802519	-0.998652	-0.001095	-0.001479	-0.051869
55302	0.013633	-0.005897	9.788752	-0.998652	-0.001098	-0.001478	-0.051873
55303	0.014206	0.017025	9.807440	-0.998652	-0.001101	-0.001473	-0.051867
55304	0.000107	0.002828	9.802519	-0.998651	-0.001100	-0.001476	-0.051898
55305	0.011234	-0.003287	9.832620	-0.998651	-0.001084	-0.001471	-0.051888
55306	0.026983	0.009654	9.793674	-0.998651	-0.001087	-0.001470	-0.051892
55307	0.013177	0.006711	9.798096	-0.998651	-0.001084	-0.001474	-0.051899
55308	0.026852	0.021469	9.803017	-0.998651	-0.001080	-0.001478	-0.051897
55309	-0.000461	0.015282	9.811861	-0.998651	-0.001085	-0.001475	-0.051890
55310	0.026271	0.010749	9.793675	-0.998651	-0.001077	-0.001470	-0.051891
55311	0.012601	0.007760	9.798096	-0.998651	-0.001080	-0.001463	-0.051888
55312	0.004472	-0.003927	9.812899	-0.998651	-0.001080	-0.001454	-0.051884
55313	0.004612	0.007701	9.822240	-0.998652	-0.001083	-0.001469	-0.051878
55314	-0.020095	0.022412	9.805898	-0.998652	-0.001091	-0.001455	-0.051879
55315	-0.001483	0.005934	9.802518	-0.998651	-0.001089	-0.001461	-0.051885
55316	0.011846	0.009410	9.798096	-0.998651	-0.001085	-0.001462	-0.051886
55317	0.025283	0.012952	9.793675	-0.998652	-0.001088	-0.001459	-0.051878
55318	-0.007442	0.015496	9.792134	-0.998652	-0.001080	-0.001456	-0.051878
55319	0.011098	-0.001054	9.788757	-0.998651	-0.001084	-0.001461	-0.051888
55320	-0.020934	0.024124	9.805893	-0.998651	-0.001084	-0.001449	-0.051885
55321	-0.002213	0.007618	9.802516	-0.998650	-0.001086	-0.001443	-0.051910
55322	0.016354	-0.008866	9.799141	-0.998650	-0.001089	-0.001443	-0.051905
55323	0.016497	0.002763	9.808479	-0.998650	-0.001091	-0.001440	-0.051910
55324	-0.001922	0.031138	9.821190	-0.998650	-0.001088	-0.001433	-0.051921
