// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-0.060279	9.525007	2.679158	-0.486437	-0.374325	0.474146	0.631225
35000	-0.183339	9.469436	2.682377	-0.487111	-0.374841	0.473693	0.630739
35001	-0.182279	9.438757	2.592238	-0.487602	-0.375451	0.473463	0.630170
35002	-0.155956	9.601680	2.534034	-0.488000	-0.375985	0.473272	0.629687
35003	-0.195182	9.363973	2.432411	-0.488351	-0.376170	0.473194	0.629363
35004	0.112302	9.371881	2.570572	-0.488783	-0.376724	0.473178	0.628707
35005	0.102487	9.603693	2.522631	-0.489381	-0.377675	0.472918	0.627866
35006	0.051468	9.452831	2.220412	-0.490303	-0.379163	0.472173	0.626810
35007	-0.190214	9.399391	2.404647	-0.491612	-0.381933	0.470868	0.625083
35008	-0.305512	9.490064	2.614123	-0.492952	-0.384335	0.469601	0.623505
35009	0.004535	9.623739	2.681290	-0.493632	-0.386276	0.469206	0.622064
35010	0.046307	9.142649	2.663351	-0.494093	-0.388175	0.468974	0.620690
35011	-0.226747	9.342665	2.648556	-0.494239	-0.390233	0.469266	0.619060
35012	-0.422088	9.725513	2.630453	-0.494386	-0.391666	0.469526	0.617840
35013	-0.280353	9.813861	2.402969	-0.494425	-0.392540	0.469774	0.617065
35014	-0.184945	9.487424	2.472810	-0.495077	-0.393031	0.469000	0.616818
35015	-0.315717	9.382081	2.456638	-0.495544	-0.393461	0.468475	0.616568
35016	-0.300429	9.502690	2.312258	-0.495394	-0.393495	0.468683	0.616509
35017	-0.244614	9.585453	2.501889	-0.495543	-0.393325	0.468218	0.616850
35018	-0.220928	9.427686	2.508860	-0.495798	-0.392891	0.467734	0.617289
35019	-0.143202	9.461224	2.498511	-0.495626	-0.392400	0.467963	0.617567
35020	0.129594	9.521482	2.430359	-0.495123	-0.392130	0.468527	0.617713
35021	0.155770	9.652457	2.451571	-0.494962	-0.392185	0.468510	0.617820
35022	0.041905	9.647199	2.457424	-0.495069	-0.392388	0.468173	0.617862
35023	-0.026740	9.746033	2.534760	-0.495281	-0.392533	0.467874	0.617826
35024	-0.134709	9.578580	2.577808	-0.496024	-0.392423	0.466946	0.618002
35025	-0.252752	9.396546	2.516568	-0.496586	-0.392351	0.466315	0.618072
35026	-0.325227	9.327488	2.493988	-0.496942	-0.392278	0.466025	0.618051
35027	-0.308809	9.098759	2.406461	-0.496999	-0.392416	0.466150	0.617824
35028	-0.071870	9.354485	2.401303	-0.497043	-0.393180	0.466496	0.617041
35029	-0.112557	9.779751	2.416586	-0.497974	-0.394187	0.466062	0.615975
35030	-0.174033	9.693690	2.536509	-0.499307	-0.394702	0.465236	0.615190
35031	-0.084210	9.393764	2.591768	-0.500629	-0.395442	0.464302	0.614345
35032	-0.403493	9.208245	2.543308	-0.501873	-0.396999	0.463265	0.613108
35033	-0.588207	9.056298	2.238294	-0.502813	-0.399211	0.462529	0.611455
35034	-0.665075	9.436696	2.182948	-0.503734	-0.402692	0.461865	0.608910
35035	-0.760768	9.858400	2.140282	-0.504817	-0.405517	0.460935	0.606840
35036	-0.073101	10.088501	2.330988	-0.505759	-0.406743	0.460472	0.605585
35037	0.322185	9.388300	2.455103	-0.507479	-0.408032	0.458963	0.604424
35038	-0.184438	8.727036	2.546383	-0.509158	-0.410528	0.457115	0.602719
35039	-0.872880	9.418084	2.660814	-0.509256	-0.412856	0.457760	0.600553
35040	-0.642644	9.984158	2.299393	-0.508502	-0.413875	0.459640	0.599053
35041	-0.523286	9.944366	2.215265	-0.508661	-0.414334	0.459721	0.598538
35042	-0.601011	9.880132	2.433863	-0.509120	-0.414254	0.459254	0.598562
35043	-0.340370	9.557452	2.614822	-0.509394	-0.413624	0.459144	0.598849
35044	-0.095603	9.287804	2.380687	-0.508884	-0.413292	0.459830	0.598985
35045	-0.262198	9.331500	2.269937	-0.508478	-0.412912	0.460395	0.599158
35046	0.064652	9.243353	2.077408	-0.507808	-0.411903	0.461163	0.599830
35047	-0.047173	9.659414	2.344581	-0.507321	-0.411329	0.461802	0.600144
35048	-0.164399	9.817276	2.223659	-0.506813	-0.410527	0.462605	0.600504
35049	-0.173850	10.002443	2.405143	-0.506617	-0.409259	0.463150	0.601114
35050	0.005349	9.555931	2.314765	-0.506816	-0.407573	0.463165	0.602080
35051	-0.011774	9.505495	2.363190	-0.506956	-0.406074	0.463210	0.602939
35052	-0.133058	9.793979	2.294841	-0.506945	-0.404448	0.463438	0.603866
35053	-0.229420	10.244267	2.512443	-0.507575	-0.402191	0.462689	0.605416
35054	-0.392023	9.964496	2.861034	-0.509252	-0.399241	0.460247	0.607817
35055	-0.637095	9.064328	3.109611	-0.511588	-0.396591	0.456697	0.610263
35056	-0.703154	8.885555	3.068713	-0.513079	-0.394832	0.454612	0.611707
35057	-0.500101	9.293078	2.868100	-0.513093	-0.393110	0.455208	0.612361
35058	0.102510	9.325571	2.568618	-0.512198	-0.391830	0.456747	0.612785
35059	0.059633	9.488057	2.492430	-0.512519	-0.391087	0.456135	0.613446
35060	-0.188500	9.288660	2.722309	-0.513125	-0.390156	0.455129	0.614279
35061	-0.178031	8.909184	2.776479	-0.513226	-0.389502	0.454707	0.614921
35062	-0.037563	9.015153	2.852682	-0.512719	-0.389106	0.454860	0.615482
35063	-0.106241	9.316531	2.834222	-0.511896	-0.389324	0.455334	0.615679
35064	-0.257285	9.355958	2.673400	-0.511186	-0.389280	0.455512	0.616164
35065	-0.208292	9.419266	2.758216	-0.510364	-0.389295	0.455789	0.616632
35066	-0.096848	9.511256	2.785689	-0.509546	-0.389251	0.456232	0.617007
35067	-0.129065	9.263255	3.011442	-0.509265	-0.388980	0.456179	0.617450
35068	-0.176192	9.099451	2.962474	-0.508630	-0.388809	0.456740	0.617667
35069	-0.224572	9.459547	2.771765	-0.507970	-0.388439	0.457505	0.617877
35070	-0.201916	9.614102	2.793689	-0.507390	-0.387929	0.458120	0.618218
35071	-0.096973	9.517993	2.802064	-0.506841	-0.387592	0.458672	0.618470
35072	-0.173952	9.524029	2.789756	-0.506655	-0.387098	0.458730	0.618888
35073	-0.148738	9.577309	2.669118	-0.506254	-0.386467	0.459087	0.619346
35074	-0.057295	9.372077	2.796360	-0.506041	-0.385895	0.459155	0.619826
35075	-0.128593	9.236162	2.817415	-0.505867	-0.385524	0.459276	0.620109
35076	-0.057839	9.406861	2.680009	-0.505387	-0.385209	0.459809	0.620302
35077	-0.042240	9.520422	2.656781	-0.505117	-0.385152	0.459994	0.620419
35078	-0.019866	9.546155	2.628522	-0.505193	-0.385342	0.459687	0.620467
35079	-0.097925	9.528852	2.655499	-0.505184	-0.385455	0.459487	0.620552
35080	-0.194777	9.435214	2.730028	-0.505188	-0.385620	0.459303	0.620583
35081	-0.102461	9.478416	2.713663	-0.505196	-0.385747	0.459195	0.620577
35082	-0.052586	9.502257	2.639515	-0.505162	-0.385794	0.459181	0.620586
35083	-0.124636	9.408023	2.702387	-0.505243	-0.386041	0.458965	0.620527
35084	-0.121173	9.260803	2.752951	-0.505164	-0.386321	0.458999	0.620391
35085	-0.148040	9.429576	2.825140	-0.505150	-0.386635	0.459057	0.620164
35086	-0.142942	9.429296	2.747651	-0.505072	-0.386837	0.459262	0.619950
35087	-0.124525	9.542535	2.686163	-0.505013	-0.386939	0.459474	0.619777
35088	-0.227347	9.536897	2.765268	-0.505077	-0.386942	0.459456	0.619737
35089	-0.205145	9.460505	2.715112	-0.505099	-0.386924	0.459537	0.619669
35090	-0.103540	9.419458	2.760757	-0.505144	-0.386908	0.459540	0.619640
35091	-0.045365	9.331005	2.731127	-0.505193	-0.387020	0.459610	0.619479
35092	-0.105171	9.609325	2.748523	-0.505232	-0.387247	0.459823	0.619148
35093	-0.196847	9.572980	2.702071	-0.505587	-0.387399	0.459685	0.618865
35094	-0.209939	9.418827	2.639851	-0.505869	-0.387476	0.459602	0.618648
35095	-0.202417	9.403383	2.652871	-0.506031	-0.387435	0.459651	0.618504
35096	-0.058733	9.349057	2.683615	-0.506204	-0.387452	0.459793	0.618247
35097	0.000731	9.490481	2.729212	-0.506504	-0.387566	0.459898	0.617851
35098	0.018064	9.487058	2.733934	-0.506969	-0.387727	0.459879	0.617383
35099	-0.006937	9.352082	2.764830	-0.507631	-0.388001	0.459667	0.616824
35100	0.013874	9.367043	2.891467	-0.508455	-0.388559	0.459324	0.616049
35101	-0.155422	9.447313	2.978725	-0.509436	-0.389434	0.458761	0.615106
35102	-0.237590	9.490462	2.840610	-0.510397	-0.390192	0.458213	0.614236
35103	-0.115591	9.637101	2.754526	-0.511046	-0.390656	0.458068	0.613509
35104	0.001325	9.639004	2.831059	-0.511908	-0.391145	0.457570	0.612850
35105	-0.045631	9.436219	2.914803	-0.513434	-0.391801	0.456059	0.612280
35106	-0.173249	9.237130	2.953211	-0.515018	-0.392793	0.454452	0.611509
35107	-0.249433	9.215293	3.026546	-0.516394	-0.394062	0.453158	0.610492
35108	-0.186479	9.148121	2.989326	-0.517768	-0.395539	0.452011	0.609222
35109	-0.136599	9.347420	2.912560	-0.518612	-0.397394	0.451609	0.607593
35110	-0.211053	9.543908	2.509522	-0.518773	-0.399080	0.451855	0.606166
