// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-9.729915	1.009327	-0.310847	0.690173	-0.028121	0.715896	0.101803
35000	-9.723011	1.069850	-0.300488	0.690314	-0.028426	0.715695	0.102168
35001	-9.753837	1.028860	-0.236491	0.690462	-0.028831	0.715466	0.102661
35002	-9.660272	0.893272	-0.128234	0.690576	-0.029288	0.715265	0.103163
35003	-9.653411	0.901751	-0.065973	0.690649	-0.029410	0.715159	0.103376
35004	-9.687834	1.111132	-0.094195	0.690660	-0.029615	0.715105	0.103620
35005	-9.677873	1.065341	-0.071481	0.690616	-0.029969	0.715074	0.104021
35006	-9.692191	0.973856	-0.171275	0.690541	-0.030272	0.715088	0.104335
35007	-9.696762	1.005546	-0.288306	0.690458	-0.030435	0.715129	0.104561
35008	-9.755906	1.183434	-0.319233	0.690343	-0.030965	0.715112	0.105274
35009	-9.739246	1.174810	-0.323360	0.690182	-0.032125	0.715013	0.106644
35010	-9.783704	1.057956	-0.345802	0.690007	-0.033684	0.714833	0.108490
35011	-9.724539	1.032177	-0.385986	0.689895	-0.035096	0.714619	0.110148
35012	-9.779870	1.054316	-0.446389	0.689883	-0.036147	0.714383	0.111409
35013	-9.753843	0.997642	-0.424289	0.689982	-0.036784	0.714142	0.112123
35014	-9.764669	1.014192	-0.250754	0.690161	-0.037117	0.713903	0.112440
35015	-9.695490	0.931037	-0.148504	0.690358	-0.037184	0.713716	0.112392
35016	-9.646999	0.980285	-0.055119	0.690563	-0.036929	0.713597	0.111974
35017	-9.675346	0.998108	-0.016176	0.690741	-0.036499	0.713549	0.111323
35018	-9.680278	0.987154	-0.061672	0.690868	-0.035828	0.713598	0.110432
35019	-9.710593	1.059986	-0.093029	0.690969	-0.035204	0.713662	0.109582
35020	-9.737536	0.962472	-0.179088	0.691017	-0.034644	0.713758	0.108829
35021	-9.738396	1.064845	-0.182484	0.691037	-0.034200	0.713854	0.108211
35022	-9.684176	1.036149	-0.256624	0.691043	-0.034042	0.713901	0.107912
35023	-9.721345	1.050527	-0.295790	0.691032	-0.034006	0.713937	0.107764
35024	-9.724796	1.090671	-0.276513	0.691009	-0.034112	0.713949	0.107792
35025	-9.753803	1.032610	-0.221040	0.691012	-0.034315	0.713920	0.107906
35026	-9.707953	0.972321	-0.281228	0.691018	-0.034466	0.713892	0.108005
35027	-9.705831	0.969982	-0.267189	0.691030	-0.034654	0.713852	0.108133
35028	-9.681714	0.965479	-0.316335	0.691040	-0.034803	0.713815	0.108261
35029	-9.794744	1.116922	-0.323362	0.691038	-0.035168	0.713736	0.108675
35030	-9.771630	1.112848	-0.266230	0.691004	-0.035984	0.713586	0.109610
35031	-9.714356	1.017653	-0.166111	0.690950	-0.037083	0.713384	0.110893
35032	-9.698731	0.930326	-0.148632	0.690887	-0.038131	0.713199	0.112108
35033	-9.660320	0.918895	-0.214264	0.690869	-0.038757	0.713064	0.112859
35034	-9.733913	1.095245	-0.236188	0.690839	-0.039140	0.712987	0.113393
35035	-9.737899	1.060734	-0.194920	0.690794	-0.039796	0.712861	0.114231
35036	-9.729984	0.931567	-0.289092	0.690738	-0.040611	0.712707	0.115241
35037	-9.804521	0.978120	-0.239109	0.690674	-0.041498	0.712518	0.116469
35038	-9.667618	1.020040	-0.175556	0.690634	-0.042508	0.712276	0.117821
35039	-9.674274	0.965619	-0.180737	0.690581	-0.043365	0.712078	0.119007
35040	-9.719184	0.965630	-0.187103	0.690590	-0.043789	0.711935	0.119654
35041	-9.709361	0.994826	-0.077346	0.690628	-0.043857	0.711852	0.119901
35042	-9.667892	0.975005	-0.011699	0.690680	-0.043603	0.711844	0.119741
35043	-9.695425	1.050307	-0.026827	0.690681	-0.043177	0.711938	0.119331
35044	-9.687484	1.017560	-0.006759	0.690641	-0.042802	0.712068	0.118923
35045	-9.689595	1.020031	-0.025778	0.690561	-0.042309	0.712265	0.118377
35046	-9.701757	1.174063	-0.065521	0.690435	-0.041736	0.712537	0.117683
35047	-9.692945	1.248417	-0.153028	0.690246	-0.041284	0.712843	0.117093
35048	-9.739355	1.195203	-0.238084	0.690031	-0.041066	0.713122	0.116738
35049	-9.776700	1.157069	-0.231424	0.689786	-0.041281	0.713335	0.116809
