// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
08551	0.046072	0.081755	9.832986	0.999990	0.003970	-0.002151	0.000391
08552	0.035952	0.098018	9.841888	0.999990	0.003970	-0.002154	0.000396
08553	0.049394	0.079052	9.819442	0.999990	0.003981	-0.002155	0.000395
08554	0.035986	0.063554	9.834559	0.999990	0.003986	-0.002160	0.000403
08555	0.014081	0.038856	9.833053	0.999990	0.003983	-0.002152	0.000408
08556	0.021491	0.058042	9.831482	0.999990	0.003990	-0.002149	0.000396
08557	0.015889	0.071311	9.826832	0.999990	0.003989	-0.002144	0.000383
08558	0.041507	0.073577	9.851188	0.999990	0.003998	-0.002153	0.000371
08559	0.036044	0.086782	9.846538	0.999990	0.003990	-0.002152	0.000382
08560	0.031516	0.074571	9.816371	0.999990	0.003977	-0.002147	0.000382
08561	0.039521	0.073939	9.851194	0.999990	0.003993	-0.002163	0.000368
08562	0.040162	0.049049	9.825676	0.999990	0.003990	-0.002176	0.000353
08563	0.020822	0.071632	9.861653	0.999990	0.003995	-0.002174	0.000350
08564	0.024566	0.078655	9.829913	0.999990	0.003995	-0.002178	0.000345
08565	0.037131	0.074954	9.851196	0.999990	0.004001	-0.002176	0.000341
08566	0.041010	0.071957	9.837656	0.999990	0.003989	-0.002172	0.000334
08567	0.018956	0.057066	9.817941	0.999990	0.003995	-0.002179	0.000333
08568	0.031308	0.053327	9.839228	0.999990	0.003989	-0.002151	0.000328
08569	0.061280	0.062178	9.831868	0.999990	0.003980	-0.002179	0.000339
08570	0.038111	0.082411	9.819465	0.999990	0.003986	-0.002178	0.000326
08571	0.037667	0.072920	9.837662	0.999990	0.004003	-0.002180	0.000336
08572	0.049939	0.079150	9.840754	0.999990	0.003994	-0.002169	0.000331
08573	0.040979	0.060234	9.842325	0.999990	0.003987	-0.002172	0.000326
08574	0.022313	0.067341	9.834575	0.999990	0.003979	-0.002160	0.000321
08575	0.039326	0.070462	9.824130	0.999990	0.003996	-0.002175	0.000339
08576	0.043687	0.057821	9.828791	0.999990	0.003997	-0.002180	0.000328
08577	0.033288	0.083921	9.819470	0.999990	0.003983	-0.002175	0.000330
08578	0.058458	0.095955	9.825664	0.999990	0.003987	-0.002162	0.000318
08579	0.036301	0.081125	9.805936	0.999990	0.003987	-0.002168	0.000320
08580	0.044417	0.070548	9.858971	0.999990	0.003981	-0.002166	0.000315
08581	0.035161	0.071435	9.824139	0.999990	0.003976	-0.002167	0.000310
08582	0.043925	0.055299	9.815270	0.999990	0.003961	-0.002161	0.000319
08583	0.028888	0.084541	9.819478	0.999990	0.003970	-0.002168	0.000316
08584	0.041300	0.080944	9.840780	0.999990	0.003977	-0.002148	0.000313
08585	0.036849	0.068993	9.810610	0.999990	0.003976	-0.002161	0.000328
08586	0.022298	0.078586	9.851212	0.999990	0.003982	-0.002161	0.000314
08587	0.048686	0.075431	9.813715	0.999990	0.003978	-0.002171	0.000310
08588	0.038773	0.081746	9.840783	0.999990	0.003971	-0.002171	0.000313
08589	0.034415	0.069781	9.810613	0.999990	0.003982	-0.002173	0.000305
08590	0.042223	0.069267	9.845454	0.999990	0.003979	-0.002167	0.000307
08591	0.028137	0.083294	9.805944	0.999990	0.003986	-0.002175	0.000304
08592	0.036298	0.072858	9.858987	0.999990	0.003984	-0.002180	0.000309
08593	0.017522	0.089819	9.833008	0.999990	0.003971	-0.002176	0.000308
08594	0.026365	0.064012	9.842351	0.999990	0.003986	-0.002159	0.000301
08595	0.043196	0.067141	9.831931	0.999990	0.003979	-0.002158	0.000304
08596	0.024619	0.074210	9.824150	0.999990	0.003972	-0.002156	0.000309
08597	0.049774	0.086425	9.830375	0.999990	0.003984	-0.002141	0.000308
08598	0.022917	0.074703	9.824151	0.999990	0.003976	-0.002141	0.000311
08599	0.043577	0.080134	9.862111	0.999990	0.003986	-0.002124	0.000321
08600	0.061647	0.058082	9.826204	0.999990	0.003985	-0.002127	0.000326
08601	0.025815	0.052459	9.847031	0.999990	0.003982	-0.002146	0.000307
08602	0.033617	0.071649	9.845470	0.999990	0.003940	-0.002143	0.000310
08603	0.028500	0.075078	9.858996	0.999990	0.003945	-0.002152	0.000315
08604	0.032475	0.082054	9.827264	0.999990	0.003941	-0.002163	0.000311
08605	0.036695	0.069195	9.831944	0.999990	0.003938	-0.002155	0.000308
08606	0.040843	0.056362	9.836624	0.999990	0.003938	-0.002158	0.000313
08607	0.027173	0.050611	9.833506	0.999990	0.003944	-0.002156	0.000301
08608	0.039614	0.056882	9.836626	0.999990	0.003947	-0.002171	0.000296
08609	0.034006	0.070163	9.831946	0.999990	0.003954	-0.002151	0.000293
08610	0.041569	0.079541	9.848593	0.999990	0.003955	-0.002164	0.000300
08611	0.018664	0.080085	9.872520	0.999990	0.003968	-0.002166	0.000295
08612	0.054712	0.060887	9.826228	0.999990	0.003963	-0.002177	0.000289
08613	0.018805	0.055282	9.847031	0.999990	0.003964	-0.002181	0.000287
08614	0.035847	0.058454	9.836631	0.999990	0.003972	-0.002181	0.000296
08615	0.052665	0.071445	9.808026	0.999990	0.003966	-0.002180	0.000292
08616	0.047371	0.064888	9.839759	0.999990	0.003972	-0.002171	0.000298
08617	0.011160	0.069254	9.842345	0.999990	0.003973	-0.002184	0.000311
08618	0.046044	0.065258	9.839763	0.999990	0.003965	-0.002173	0.000304
08619	0.035774	0.081431	9.848600	0.999990	0.003959	-0.002185	0.000306
08620	0.021985	0.085492	9.827264	0.999990	0.003963	-0.002183	0.000303
08621	0.044276	0.055936	9.857977	0.999990	0.003972	-0.002191	0.000297
08622	0.012503	0.067077	9.828821	0.999990	0.003974	-0.002178	0.000294
08623	0.029450	0.070103	9.818432	0.999990	0.003966	-0.002186	0.000316
08624	0.037144	0.079442	9.835083	0.999990	0.003977	-0.002188	0.000313
08625	0.018749	0.076746	9.845471	0.999990	0.003966	-0.002186	0.000296
08626	0.040427	0.076704	9.821567	0.999990	0.003975	-0.002189	0.000300
08627	0.030378	0.083223	9.848604	0.999990	0.003974	-0.002195	0.000296
08628	0.021373	0.074262	9.831952	0.999990	0.003971	-0.002187	0.000299
08629	0.033570	0.080480	9.835088	0.999990	0.003975	-0.002183	0.000298
08630	0.034425	0.045543	9.827822	0.999990	0.003970	-0.002192	0.000272
08631	0.045393	0.086707	9.838227	0.999990	0.003962	-0.002201	0.000293
08632	0.028212	0.058752	9.823131	0.999990	0.003970	-0.002182	0.000286
08633	0.017679	0.084830	9.813743	0.999990	0.003953	-0.002196	0.000250
08634	0.043248	0.087119	9.838233	0.999990	0.003961	-0.002197	0.000257
08635	0.034241	0.078270	9.821578	0.999990	0.003961	-0.002191	0.000244
08636	0.042982	0.062268	9.812762	0.999990	0.003952	-0.002180	0.000246
08637	0.019639	0.072453	9.818440	0.999990	0.003952	-0.002185	0.000241
08638	0.036951	0.055781	9.844493	0.999990	0.003948	-0.002177	0.000246
08639	0.053965	0.058916	9.834124	0.999990	0.003955	-0.002186	0.000244
08640	0.035342	0.076114	9.808069	0.999990	0.003966	-0.002187	0.000241
08641	0.039757	0.053547	9.830982	0.999990	0.003964	-0.002190	0.000247
08642	0.042352	0.075759	9.842942	0.999990	0.003956	-0.002178	0.000249
08643	0.033284	0.066649	9.826286	0.999990	0.003948	-0.002177	0.000252
08644	0.040934	0.075857	9.842948	0.999990	0.003943	-0.002186	0.000256
08645	0.036781	0.063775	9.812778	0.999990	0.003945	-0.002180	0.000266
08646	0.044559	0.063202	9.847653	0.999990	0.003938	-0.002188	0.000280
08647	0.025948	0.070426	9.839801	0.999990	0.003953	-0.002173	0.000270
08648	0.029906	0.067548	9.826291	0.999990	0.003942	-0.002180	0.000264
08649	0.037508	0.076979	9.842952	0.999990	0.003962	-0.002180	0.000273
08650	0.031869	0.090228	9.838248	0.999990	0.003950	-0.002176	0.000264
08651	0.035827	0.087204	9.824741	0.999990	0.003951	-0.002173	0.000277
08652	0.022706	0.051743	9.876232	0.999990	0.003947	-0.002184	0.000273
08653	0.039507	0.074494	9.829449	0.999990	0.003941	-0.002185	0.000267
08654	0.048468	0.058511	9.820650	0.999990	0.003940	-0.002188	0.000280
08655	0.007640	0.056010	9.854862	0.999990	0.003945	-0.002185	0.000269
08656	0.042378	0.062094	9.834161	0.999990	0.003944	-0.002187	0.000274
08657	0.024115	0.069133	9.826296	0.999990	0.003936	-0.002214	0.000285
08658	0.036595	0.075274	9.829455	0.999990	0.003934	-0.002208	0.000274
08659	0.022818	0.069411	9.826297	0.999990	0.003933	-0.002203	0.000268
08660	0.039773	0.062774	9.834168	0.999990	0.003946	-0.002189	0.000262
08661	0.038961	0.063083	9.834169	0.999990	0.003945	-0.002194	0.000267
08662	0.028597	0.079339	9.842964	0.999990	0.003943	-0.002188	0.000262
08663	0.042214	0.060372	9.820668	0.999990	0.003948	-0.002186	0.000251
08664	0.027266	0.079853	9.842963	0.999990	0.003950	-0.002201	0.000249
08665	0.044349	0.082954	9.832624	0.999990	0.003947	-0.002195	0.000258
08666	0.022545	0.067924	9.812793	0.999990	0.003949	-0.002211	0.000255
08667	0.035050	0.064308	9.834176	0.999990	0.003947	-0.002204	0.000251
08668	0.034295	0.064427	9.834178	0.999990	0.003942	-0.002204	0.000244
08669	0.033497	0.074428	9.815961	0.999990	0.003944	-0.002206	0.000240
08670	0.028137	0.077742	9.829463	0.999990	0.003943	-0.002212	0.000235
08671	0.032456	0.054926	9.852400	0.999990	0.003926	-0.002205	0.000224
08672	0.044512	0.070956	9.837353	0.999990	0.003937	-0.002206	0.000223
08673	0.035815	0.052222	9.838902	0.999990	0.003936	-0.002209	0.000228
08674	0.051411	0.090476	9.835807	0.999990	0.003937	-0.002224	0.000225
08675	0.042684	0.081636	9.819136	0.999990	0.003949	-0.002226	0.000223
08676	0.019511	0.082152	9.842963	0.999990	0.003953	-0.002224	0.000220
08677	0.036722	0.075375	9.850856	0.999990	0.003943	-0.002230	0.000213
08678	0.032670	0.063281	9.820686	0.999990	0.003951	-0.002229	0.000222
08679	0.027227	0.066620	9.834185	0.999990	0.003945	-0.002230	0.000217
08680	0.034759	0.075914	9.850859	0.999990	0.003943	-0.002232	0.000222
08681	0.025895	0.076777	9.815966	0.999990	0.003943	-0.002246	0.000235
08682	0.043089	0.069976	9.823867	0.999990	0.003936	-0.002236	0.000228
08683	0.024680	0.067109	9.834189	0.999990	0.003933	-0.002246	0.000222
08684	0.049926	0.079354	9.840546	0.999990	0.003930	-0.002236	0.000227
08685	0.050688	0.054252	9.815101	0.999990	0.003928	-0.002239	0.000234
08686	0.053308	0.076386	9.827055	0.999990	0.003909	-0.002238	0.000244
08687	0.025207	0.089579	9.846144	0.999990	0.003916	-0.002238	0.000230
08688	0.034066	0.073793	9.837374	0.999990	0.003919	-0.002226	0.000255
08689	0.025133	0.064870	9.820698	0.999990	0.003921	-0.002231	0.000242
