// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-9.439723	0.589534	-2.215316	-0.623614	-0.041209	-0.780645	-0.000753
35000	-9.380922	0.617766	-2.284162	-0.623811	-0.040527	-0.780523	-0.001404
35001	-9.457137	0.672297	-2.314588	-0.623964	-0.039836	-0.780434	-0.002094
35002	-9.457630	0.711229	-2.271614	-0.624135	-0.039130	-0.780331	-0.002857
35003	-9.568726	0.666944	-2.225844	-0.624369	-0.038426	-0.780175	-0.003571
35004	-9.612774	0.609804	-2.156884	-0.624702	-0.037710	-0.779941	-0.004218
35005	-9.555490	0.642283	-2.015704	-0.625055	-0.036930	-0.779691	-0.004846
35006	-9.514681	0.681437	-2.080572	-0.625500	-0.036127	-0.779369	-0.005472
35007	-9.465480	0.803461	-2.228063	-0.625987	-0.035274	-0.779010	-0.006211
35008	-9.374271	1.004544	-2.385939	-0.626478	-0.034232	-0.778655	-0.007141
35009	-9.410818	0.975969	-2.384870	-0.626897	-0.032899	-0.778363	-0.008281
35010	-9.388213	0.779984	-2.320816	-0.627299	-0.031141	-0.778095	-0.009697
35011	-9.272204	0.553863	-2.351686	-0.627686	-0.029309	-0.777832	-0.011306
35012	-9.316153	0.407708	-2.333490	-0.628018	-0.027681	-0.777600	-0.012855
35013	-9.291237	0.286150	-2.278716	-0.628096	-0.026472	-0.777557	-0.014122
35014	-9.442575	0.270964	-2.166870	-0.627968	-0.025703	-0.777670	-0.014985
35015	-9.517407	0.290047	-2.140913	-0.627796	-0.025451	-0.777812	-0.015267
35016	-9.524973	0.455520	-2.061809	-0.627686	-0.025542	-0.777901	-0.015096
35017	-9.532860	0.584818	-2.044228	-0.627600	-0.025745	-0.777967	-0.014905
35018	-9.591579	0.643194	-2.005415	-0.627584	-0.025942	-0.777976	-0.014780
35019	-9.583027	0.673542	-2.119899	-0.627691	-0.026013	-0.777887	-0.014783
35020	-9.591892	0.733780	-2.263324	-0.627830	-0.026021	-0.777774	-0.014792
35021	-9.533678	0.835058	-2.373789	-0.628064	-0.025924	-0.777588	-0.014824
35022	-9.484137	0.815130	-2.296791	-0.628349	-0.025753	-0.777362	-0.014914
35023	-9.468946	0.783993	-2.363185	-0.628709	-0.025466	-0.777077	-0.015064
35024	-9.470611	0.745256	-2.252595	-0.629068	-0.025152	-0.776794	-0.015228
35025	-9.455265	0.677003	-2.215032	-0.629418	-0.024795	-0.776518	-0.015419
35026	-9.439771	0.626794	-2.167314	-0.629747	-0.024274	-0.776261	-0.015778
35027	-9.441178	0.624807	-2.119452	-0.630050	-0.023807	-0.776022	-0.016135
35028	-9.426185	0.665995	-2.143338	-0.630407	-0.023301	-0.775739	-0.016547
35029	-9.496851	0.857079	-2.195063	-0.630771	-0.022675	-0.775450	-0.017057
35030	-9.472791	0.854935	-2.104897	-0.631079	-0.021901	-0.775209	-0.017631
35031	-9.387259	0.682648	-1.895732	-0.631252	-0.020790	-0.775080	-0.018446
35032	-9.445975	0.471501	-1.906303	-0.631415	-0.019506	-0.774954	-0.019520
35033	-9.446334	0.329840	-2.009830	-0.631610	-0.018485	-0.774797	-0.020416
35034	-9.499707	0.511138	-2.084711	-0.631790	-0.017832	-0.774648	-0.021053
35035	-9.450314	0.602392	-2.090284	-0.631925	-0.017243	-0.774535	-0.021655
35036	-9.433495	0.538444	-2.142808	-0.631974	-0.016562	-0.774494	-0.022210
35037	-9.449928	0.600232	-2.027975	-0.631918	-0.015766	-0.774537	-0.022894
35038	-9.363986	0.522588	-2.001971	-0.631868	-0.014859	-0.774569	-0.023756
35039	-9.371110	0.406421	-2.070568	-0.631788	-0.013978	-0.774624	-0.024645
35040	-9.445678	0.370564	-2.033860	-0.631649	-0.013399	-0.774724	-0.025345
35041	-9.504055	0.414462	-2.047893	-0.631443	-0.013198	-0.774884	-0.025690
35042	-9.587571	0.490981	-1.999779	-0.631199	-0.013380	-0.775079	-0.025710
35043	-9.654316	0.555564	-1.972650	-0.631032	-0.013597	-0.775216	-0.025585
35044	-9.611965	0.684242	-1.911558	-0.630885	-0.013916	-0.775340	-0.025268
35045	-9.628584	0.747448	-1.904024	-0.630784	-0.014224	-0.775427	-0.024938
35046	-9.663729	0.899198	-2.036545	-0.630796	-0.014509	-0.775421	-0.024640
35047	-9.589308	1.061589	-2.083654	-0.630903	-0.014732	-0.775336	-0.024463
35048	-9.573014	1.104390	-2.112852	-0.630987	-0.014743	-0.775264	-0.024568
35049	-9.521967	1.033618	-2.134767	-0.631111	-0.014457	-0.775161	-0.024802
35050	-9.462709	0.988492	-2.062017	-0.631215	-0.013950	-0.775074	-0.025163
35051	-9.530199	0.908355	-2.051824	-0.631352	-0.013178	-0.774956	-0.025789
35052	-9.528481	0.656756	-2.056928	-0.631600	-0.012328	-0.774742	-0.026519
35053	-9.586493	0.461906	-1.996744	-0.631868	-0.011598	-0.774514	-0.027127
35054	-9.553969	0.439861	-2.053946	-0.632185	-0.011072	-0.774249	-0.027527
35055	-9.497652	0.525102	-2.105933	-0.632520	-0.010712	-0.773973	-0.027735
35056	-9.431620	0.512668	-2.120620	-0.632847	-0.010403	-0.773704	-0.027899
35057	-9.381938	0.507194	-2.031631	-0.633164	-0.010221	-0.773445	-0.027944
35058	-9.365758	0.456991	-2.028211	-0.633444	-0.010121	-0.773218	-0.027929
35059	-9.358370	0.417287	-2.119439	-0.633619	-0.010191	-0.773077	-0.027846
35060	-9.349291	0.372714	-2.089804	-0.633624	-0.010455	-0.773078	-0.027613
35061	-9.348314	0.353139	-2.083396	-0.633508	-0.010894	-0.773179	-0.027268
35062	-9.347674	0.387780	-2.087107	-0.633340	-0.011510	-0.773325	-0.026764
35063	-9.423902	0.509553	-2.056828	-0.633148	-0.012179	-0.773492	-0.026201
35064	-9.483643	0.656846	-2.068177	-0.632934	-0.012843	-0.773675	-0.025623
35065	-9.508482	0.743431	-2.041207	-0.632722	-0.013516	-0.773855	-0.025072
35066	-9.525120	0.859973	-2.003506	-0.632494	-0.014167	-0.774048	-0.024515
35067	-9.557577	0.867185	-2.084006	-0.632250	-0.014687	-0.774249	-0.024163
35068	-9.555372	0.814228	-2.124359	-0.632061	-0.015037	-0.774403	-0.023943
35069	-9.536378	0.746923	-2.101185	-0.631939	-0.015273	-0.774504	-0.023748
35070	-9.492497	0.680417	-2.117903	-0.631872	-0.015466	-0.774561	-0.023552
35071	-9.492053	0.696096	-2.110531	-0.631819	-0.015699	-0.774606	-0.023295
35072	-9.432570	0.725112	-2.123652	-0.631742	-0.015968	-0.774672	-0.023048
