// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
55285	0.030235	0.002336	9.826544	0.995073	0.007165	-0.004079	-0.098804
55286	0.035930	-0.017307	9.828147	0.995073	0.007171	-0.004083	-0.098796
55287	0.034883	-0.005295	9.845093	0.995074	0.007171	-0.004073	-0.098793
55288	0.031153	-0.028518	9.835918	0.995073	0.007173	-0.004080	-0.098801
55289	0.050877	-0.013873	9.814213	0.995073	0.007158	-0.004077	-0.098800
55290	0.031343	-0.008980	9.809599	0.995074	0.007159	-0.004084	-0.098793
55291	0.021028	-0.019882	9.842083	0.995072	0.007168	-0.004089	-0.098807
55292	0.040601	-0.024681	9.846698	0.995072	0.007160	-0.004086	-0.098816
55293	0.031223	-0.028086	9.835919	0.995071	0.007169	-0.004083	-0.098824
55294	0.025736	-0.007996	9.834314	0.995071	0.007169	-0.004095	-0.098819
55295	0.026842	-0.019635	9.817370	0.995070	0.007180	-0.004095	-0.098833
55296	0.040659	-0.004408	9.820379	0.995071	0.007187	-0.004080	-0.098824
55297	0.026692	-0.019021	9.817371	0.995070	0.007206	-0.004098	-0.098832
55298	0.036168	-0.015484	9.828150	0.995067	0.007183	-0.004099	-0.098860
55299	0.036137	-0.015527	9.828150	0.995067	0.007195	-0.004092	-0.098855
55300	0.032245	-0.038788	9.818979	0.995069	0.007188	-0.004075	-0.098836
55301	0.034882	-0.003501	9.845093	0.995069	0.007192	-0.004081	-0.098840
55302	0.036964	-0.026989	9.811208	0.995068	0.007204	-0.004082	-0.098853
55303	0.036097	-0.014965	9.828151	0.995067	0.007197	-0.004092	-0.098855
55304	0.036106	-0.014887	9.828151	0.995069	0.007205	-0.004077	-0.098843
55305	0.041787	-0.034541	9.829760	0.995069	0.007210	-0.004099	-0.098837
55306	0.040122	0.008946	9.837319	0.995068	0.007215	-0.004096	-0.098846
55307	0.051299	-0.030655	9.840538	0.995067	0.007216	-0.004103	-0.098858
55308	0.036491	-0.014256	9.828150	0.995068	0.007205	-0.004100	-0.098847
55309	0.021603	0.002297	9.815763	0.995067	0.007220	-0.004100	-0.098855
55310	0.041906	-0.033868	9.829762	0.995068	0.007210	-0.004085	-0.098849
55311	0.036166	-0.013905	9.828152	0.995067	0.007220	-0.004078	-0.098853
55312	0.046513	-0.022171	9.821989	0.995066	0.007213	-0.004088	-0.098865
55313	0.036181	-0.013776	9.828152	0.995066	0.007207	-0.004073	-0.098866
55314	0.020230	0.014476	9.832704	0.995067	0.007197	-0.004078	-0.098857
55315	0.036198	-0.013776	9.828152	0.995066	0.007199	-0.004086	-0.098869
55316	0.045549	-0.010163	9.838930	0.995066	0.007201	-0.004086	-0.098874
55317	0.041005	-0.002106	9.820378	0.995066	0.007195	-0.004085	-0.098870
55318	0.030718	-0.013223	9.852866	0.995066	0.007184	-0.004100	-0.098871
55319	0.026284	-0.005037	9.834314	0.995066	0.007202	-0.004094	-0.098868
55320	0.031918	-0.005364	9.809600	0.995068	0.007186	-0.004081	-0.098854
55321	0.046847	-0.021680	9.821989	0.995066	0.007206	-0.004098	-0.098865
55322	0.047002	-0.021384	9.821988	0.995066	0.007207	-0.004098	-0.098872
55323	0.032249	-0.004876	9.809599	0.995065	0.007202	-0.004108	-0.098876
55324	0.031430	0.007122	9.826538	0.995064	0.007205	-0.004119	-0.098892
55325	0.032462	-0.004591	9.809598	0.995064	0.007209	-0.004117	-0.098885
55326	0.036970	-0.012585	9.828151	0.995064	0.007196	-0.004115	-0.098893
55327	0.032311	-0.023976	9.835926	0.995060	0.007207	-0.004129	-0.098929
55328	0.037106	-0.012359	9.828150	0.995062	0.007200	-0.004122	-0.098912
55329	0.027719	-0.015899	9.817374	0.995060	0.007189	-0.004116	-0.098928
55330	0.031473	0.007386	9.826538	0.995058	0.007186	-0.004121	-0.098945
55331	0.028749	-0.027870	9.800434	0.995059	0.007181	-0.004121	-0.098938
55332	0.042845	-0.012948	9.803435	0.995060	0.007174	-0.004121	-0.098934
55333	0.027929	-0.015945	9.817373	0.995058	0.007174	-0.004128	-0.098954
55334	0.040917	0.011077	9.837313	0.995056	0.007186	-0.004116	-0.098967
55335	0.027982	-0.015566	9.817374	0.995056	0.007181	-0.004142	-0.098972
55336	0.027209	-0.003472	9.834312	0.995054	0.007197	-0.004135	-0.098987
55337	0.047765	-0.020276	9.821987	0.995054	0.007180	-0.004137	-0.098993
55338	0.042124	-0.019932	9.846702	0.995053	0.007183	-0.004135	-0.099001
55339	0.037516	-0.011903	9.828149	0.995053	0.007176	-0.004126	-0.098997
55340	0.031806	-0.011564	9.852865	0.995055	0.007167	-0.004129	-0.098984
55341	0.028258	-0.015391	9.817373	0.995056	0.007170	-0.004126	-0.098969
55342	0.026452	0.008585	9.851250	0.995058	0.007174	-0.004141	-0.098953
55343	0.053753	-0.020448	9.797271	0.995059	0.007174	-0.004126	-0.098940
55344	0.022629	-0.014676	9.842089	0.995059	0.007160	-0.004121	-0.098938
55345	0.052356	-0.027981	9.840541	0.995059	0.007172	-0.004115	-0.098944
55346	0.013150	-0.017662	9.831314	0.995059	0.007184	-0.004114	-0.098939
55347	0.028207	-0.014429	9.817375	0.995059	0.007184	-0.004115	-0.098936
55348	0.047054	0.012155	9.812594	0.995059	0.007199	-0.004119	-0.098942
55349	0.046884	-0.007125	9.838926	0.995060	0.007196	-0.004120	-0.098933
55350	0.032906	-0.021932	9.835929	0.995059	0.007201	-0.004126	-0.098940
55351	0.028441	-0.013807	9.817375	0.995059	0.007196	-0.004127	-0.098936
55352	0.052518	-0.026800	9.840543	0.995060	0.007194	-0.004119	-0.098925
55353	0.048817	-0.030567	9.805053	0.995059	0.007200	-0.004111	-0.098941
55354	0.036740	0.001863	9.845087	0.995059	0.007203	-0.004128	-0.098942
55355	0.037807	-0.009795	9.828151	0.995060	0.007213	-0.004118	-0.098928
55356	0.042434	0.001834	9.820372	0.995060	0.007213	-0.004106	-0.098925
55357	0.047881	-0.018212	9.821991	0.995061	0.007194	-0.004105	-0.098920
55358	0.037651	-0.009902	9.828151	0.995060	0.007190	-0.004104	-0.098927
55359	0.019132	-0.016557	9.806601	0.995060	0.007207	-0.004111	-0.098931
55360	0.042562	-0.017598	9.846704	0.995061	0.007187	-0.004122	-0.098921
55361	0.013768	-0.016110	9.831316	0.995060	0.007191	-0.004111	-0.098934
55362	0.052084	0.005328	9.831145	0.995061	0.007187	-0.004110	-0.098922
55363	0.058584	-0.026333	9.815828	0.995060	0.007195	-0.004114	-0.098933
55364	0.028648	-0.012767	9.817376	0.995058	0.007191	-0.004100	-0.098948
55365	0.028294	-0.032104	9.843711	0.995055	0.007199	-0.004110	-0.098979
55366	0.028653	-0.012453	9.817376	0.995056	0.007195	-0.004116	-0.098971
55367	0.033286	-0.020234	9.835931	0.995055	0.007213	-0.004113	-0.098979
55368	0.033271	-0.019969	9.835932	0.995055	0.007213	-0.004109	-0.098977
55369	0.042798	0.003055	9.820370	0.995055	0.007213	-0.004109	-0.098973
55370	0.038156	-0.008382	9.828151	0.995057	0.007205	-0.004115	-0.098960
55371	0.043744	-0.028217	9.829771	0.995058	0.007214	-0.004110	-0.098948
55372	0.014761	-0.026348	9.814385	0.995057	0.007226	-0.004101	-0.098953
55373	0.043607	-0.027634	9.829774	0.995058	0.007234	-0.004105	-0.098946
55374	0.043542	-0.027590	9.829774	0.995057	0.007223	-0.004093	-0.098957
