// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
55285	-0.010308	0.057924	9.730421	-0.999853	-0.001766	-0.000307	0.017052
55286	-0.004489	0.034215	9.745786	-0.999853	-0.001754	-0.000292	0.017045
55287	-0.005086	0.066905	9.740495	-0.999853	-0.001756	-0.000309	0.017073
55288	-0.013107	0.026795	9.735701	-0.999853	-0.001753	-0.000309	0.017065
55289	-0.000533	0.043551	9.755861	-0.999853	-0.001737	-0.000306	0.017071
55290	-0.005613	0.038259	9.720671	-0.999853	-0.001750	-0.000326	0.017055
55291	0.010066	0.043334	9.748519	-0.999853	-0.001757	-0.000320	0.017065
55292	-0.010033	0.036985	9.745771	-0.999853	-0.001762	-0.000317	0.017059
55293	0.004866	0.024156	9.746124	-0.999853	-0.001763	-0.000330	0.017068
55294	0.004226	0.056934	9.740823	-0.999853	-0.001762	-0.000322	0.017063
55295	0.016515	0.041461	9.766287	-0.999853	-0.001754	-0.000330	0.017039
55296	-0.013702	0.038711	9.745760	-0.999853	-0.001751	-0.000333	0.017033
55297	-0.014617	0.039130	9.745757	-0.999853	-0.001747	-0.000334	0.017028
55298	0.001280	0.044036	9.773614	-0.999853	-0.001759	-0.000303	0.017063
55299	-0.000229	0.026765	9.746118	-0.999853	-0.001760	-0.000303	0.017053
55300	-0.000222	0.045120	9.773610	-0.999853	-0.001769	-0.000300	0.017051
55301	-0.011631	0.031587	9.728335	-0.999853	-0.001756	-0.000281	0.017033
55302	0.001068	0.048432	9.748500	-0.999853	-0.001757	-0.000284	0.017038
55303	-0.015933	0.029901	9.753436	-0.999853	-0.001751	-0.000283	0.017040
55304	-0.010571	0.053095	9.730713	-0.999853	-0.001753	-0.000281	0.017027
55305	-0.001564	0.049710	9.748494	-0.999853	-0.001746	-0.000289	0.017031
55306	0.000868	0.038044	9.756192	-0.999853	-0.001742	-0.000272	0.017031
55307	0.019481	0.045451	9.758956	-0.999853	-0.001746	-0.000275	0.017042
55308	0.008653	0.049710	9.741168	-0.999853	-0.001739	-0.000278	0.017035
55309	0.007844	0.050073	9.741167	-0.999853	-0.001734	-0.000270	0.017037
55310	-0.002427	0.039758	9.756185	-0.999853	-0.001733	-0.000278	0.017059
55311	-0.015881	0.041547	9.763497	-0.999853	-0.001735	-0.000268	0.017043
55312	0.011895	0.027311	9.756573	-0.999853	-0.001731	-0.000262	0.017049
55313	0.010493	0.042245	9.723762	-0.999853	-0.001730	-0.000277	0.017043
55314	-0.021559	0.054977	9.755780	-0.999853	-0.001737	-0.000265	0.017035
55315	0.002937	0.052765	9.741156	-0.999853	-0.001727	-0.000266	0.017034
55316	0.024635	0.048106	9.751640	-0.999853	-0.001735	-0.000261	0.017032
55317	-0.002247	0.033561	9.738774	-0.999853	-0.001741	-0.000264	0.017042
55318	-0.009209	0.043745	9.756164	-0.999853	-0.001749	-0.000279	0.017030
55319	-0.023633	0.027777	9.735987	-0.999853	-0.001742	-0.000279	0.017032
55320	0.001562	0.043192	9.748855	-0.999853	-0.001725	-0.000277	0.017034
55321	-0.002703	0.023185	9.746479	-0.999853	-0.001721	-0.000269	0.017039
55322	0.028442	0.029090	9.741963	-0.999854	-0.001710	-0.000273	0.017021
55323	0.011751	0.042834	9.741550	-0.999854	-0.001710	-0.000272	0.017007
55324	-0.024334	0.049817	9.738343	-0.999854	-0.001716	-0.000284	0.017023
55325	-0.015380	0.046583	9.756143	-0.999854	-0.001722	-0.000281	0.017017
55326	0.002431	0.036112	9.731458	-0.999854	-0.001713	-0.000274	0.017015
55327	0.008512	0.044709	9.741545	-0.999854	-0.001710	-0.000257	0.017018
55328	-0.002147	0.048878	9.723737	-0.999853	-0.001702	-0.000268	0.017032
55329	0.004074	0.043123	9.766645	-0.999853	-0.001710	-0.000267	0.017034
55330	-0.026052	0.040430	9.746036	-0.999853	-0.001696	-0.000277	0.017033
55331	0.008230	0.034417	9.749261	-0.999854	-0.001708	-0.000269	0.017018
55332	0.017280	0.031297	9.767071	-0.999854	-0.001717	-0.000275	0.017021
55333	-0.006496	0.051523	9.723721	-0.999854	-0.001723	-0.000269	0.017025
55334	0.002469	0.048227	9.741532	-0.999854	-0.001720	-0.000279	0.017026
55335	-0.007846	0.038067	9.756541	-0.999854	-0.001730	-0.000268	0.017023
55336	-0.031127	0.043741	9.746007	-0.999854	-0.001728	-0.000272	0.017024
55337	0.015737	0.036343	9.741967	-0.999854	-0.001727	-0.000276	0.017026
