// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
40913	-10.693089	-3.067861	-3.045292	-0.672516	0.100591	-0.731849	0.044733
40914	-9.970752	-2.304290	-1.918447	-0.672240	0.097758	-0.732314	0.047479
40915	-9.663590	-2.146000	-1.559019	-0.672019	0.095888	-0.732651	0.049179
40916	-9.702263	-2.187891	-0.916758	-0.671851	0.094987	-0.732871	0.049937
40917	-9.509971	-2.003167	-0.906166	-0.671758	0.094771	-0.732979	0.050003
40918	-9.398155	-1.795010	-0.841784	-0.671774	0.094477	-0.733003	0.049994
40919	-9.516629	-1.397646	-0.767084	-0.671697	0.094366	-0.733099	0.049836
40920	-9.532417	-1.478432	-0.687676	-0.671575	0.094475	-0.733220	0.049496
40921	-9.584962	-1.783164	-0.708512	-0.671340	0.094533	-0.733432	0.049423
40922	-9.574579	-1.987071	-0.806707	-0.671022	0.094294	-0.733732	0.049758
40923	-9.557281	-2.220060	-0.875228	-0.670675	0.093565	-0.734084	0.050611
40924	-9.514185	-2.134533	-0.838296	-0.670313	0.092429	-0.734469	0.051896
40925	-9.513572	-1.728495	-0.486337	-0.669879	0.091678	-0.734894	0.052799
40926	-9.437302	-1.740684	-0.609849	-0.669290	0.091776	-0.735413	0.052868
40927	-9.543110	-1.772293	-0.689021	-0.668600	0.092139	-0.736013	0.052632
40928	-9.533464	-1.662754	-0.864464	-0.667881	0.092835	-0.736615	0.052103
40929	-9.516899	-1.692421	-0.786595	-0.667093	0.093757	-0.737262	0.051399
40930	-9.478598	-1.886437	-0.852531	-0.666224	0.094986	-0.737960	0.050384
40931	-9.548527	-2.127620	-0.871632	-0.665305	0.096043	-0.738707	0.049577
40932	-9.479875	-2.202826	-1.180981	-0.664377	0.096858	-0.739478	0.048940
40933	-9.505003	-2.223839	-1.262835	-0.663485	0.097256	-0.740240	0.048721
40934	-9.566840	-1.995131	-1.158409	-0.662626	0.097402	-0.740986	0.048775
40935	-9.542637	-1.922817	-1.203008	-0.661780	0.097770	-0.741711	0.048509
40936	-9.497795	-2.104639	-1.533962	-0.660988	0.098168	-0.742384	0.048207
