// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-3.581795	1.326334	9.189079	-0.832318	0.036178	-0.195078	-0.517574
35000	-3.517209	1.441666	9.208906	-0.831691	0.036275	-0.195498	-0.518416
35001	-3.466438	1.434303	9.220132	-0.831048	0.036905	-0.195701	-0.519324
35002	-3.500966	1.131106	9.114353	-0.830410	0.037422	-0.195924	-0.520224
35003	-3.450805	0.998296	9.056088	-0.829776	0.037410	-0.196386	-0.521061
35004	-3.574042	1.236885	8.994072	-0.829154	0.036976	-0.197111	-0.521809
35005	-3.666439	1.523522	9.047720	-0.828593	0.036784	-0.197650	-0.522508
35006	-3.720684	1.537750	9.201277	-0.828152	0.037016	-0.197898	-0.523097
35007	-3.778579	1.483192	9.187119	-0.827774	0.037572	-0.197916	-0.523649
35008	-3.700124	1.258292	9.210571	-0.827404	0.037928	-0.198012	-0.524170
35009	-3.748250	1.452487	9.320531	-0.827022	0.037499	-0.198472	-0.524630
35010	-3.859999	1.946340	9.398482	-0.826667	0.037160	-0.198723	-0.525119
35011	-3.730676	1.858503	9.383313	-0.826333	0.037513	-0.198374	-0.525751
35012	-3.593335	1.433964	9.470357	-0.825889	0.038489	-0.197666	-0.526645
35013	-3.573593	0.975072	9.542904	-0.825211	0.039456	-0.196998	-0.527884
35014	-3.502026	1.075268	9.485025	-0.824381	0.040044	-0.196559	-0.529298
35015	-3.384384	1.109771	9.317197	-0.823468	0.040683	-0.196151	-0.530821
35016	-3.488929	0.842756	9.073327	-0.822476	0.041272	-0.195886	-0.532409
35017	-3.606753	0.629229	9.022048	-0.821505	0.041044	-0.196013	-0.533876
35018	-3.664902	0.875896	9.059304	-0.820643	0.040096	-0.196508	-0.535091
35019	-3.703991	1.294478	9.007433	-0.820005	0.039533	-0.196611	-0.536071
35020	-3.701275	1.013043	8.903880	-0.819636	0.039598	-0.196173	-0.536791
35021	-3.639641	0.628719	9.032475	-0.819430	0.039874	-0.195587	-0.537300
35022	-3.471097	0.293705	9.102549	-0.819255	0.039778	-0.195390	-0.537644
35023	-3.489870	0.690136	9.263122	-0.819109	0.039227	-0.195729	-0.537784
35024	-3.463802	1.061029	9.197027	-0.819072	0.038835	-0.196068	-0.537746
35025	-3.583622	1.222861	8.882793	-0.819185	0.038438	-0.196176	-0.537563
35026	-3.546317	1.420776	8.836779	-0.819538	0.037917	-0.195948	-0.537144
35027	-3.465445	1.603911	8.997203	-0.820111	0.037494	-0.195486	-0.536468
35028	-3.368812	1.506600	9.181161	-0.820774	0.037569	-0.194773	-0.535708
35029	-3.426732	1.222167	9.230154	-0.821419	0.037302	-0.194510	-0.534832
35030	-3.593987	1.731468	9.211190	-0.822045	0.036432	-0.194624	-0.533888
35031	-3.624593	2.215987	9.114165	-0.822710	0.035654	-0.194422	-0.532989
35032	-3.459325	2.414749	9.120163	-0.823420	0.035388	-0.193728	-0.532162
35033	-3.377289	2.271822	9.163146	-0.824033	0.035423	-0.192860	-0.531526
35034	-3.392073	2.330901	9.438306	-0.824414	0.035187	-0.192043	-0.531247
35035	-3.527414	2.495612	9.664997	-0.824437	0.034568	-0.191493	-0.531450
35036	-3.660734	3.208649	9.649707	-0.824190	0.034001	-0.190791	-0.532122
35037	-3.593017	3.344420	9.471731	-0.823801	0.034498	-0.189147	-0.533278
35038	-3.612914	2.656350	9.324308	-0.823255	0.035387	-0.187118	-0.534776
35039	-3.355751	1.939086	9.497318	-0.822458	0.035860	-0.185354	-0.536582
35040	-3.220580	1.298367	9.716899	-0.821216	0.035204	-0.184591	-0.538786
35041	-3.423651	1.681459	10.055913	-0.819499	0.033809	-0.184498	-0.541515
35042	-3.586663	1.745821	10.046084	-0.817391	0.032790	-0.184178	-0.544862
35043	-3.661792	1.796697	10.066600	-0.815072	0.032542	-0.183288	-0.548639
35044	-3.686309	1.059912	10.242568	-0.812535	0.032697	-0.182175	-0.552748
35045	-3.842322	0.654369	10.485720	-0.809822	0.031357	-0.181615	-0.556974
35046	-3.850371	1.173222	10.750466	-0.807045	0.028354	-0.181480	-0.561195
35047	-4.131000	1.969478	10.650161	-0.804503	0.024800	-0.180644	-0.565268
35048	-4.229117	2.217130	10.594220	-0.802510	0.021749	-0.178212	-0.568986
