// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-1.082909	1.672770	9.611603	-0.674970	-0.089980	0.013178	0.732220
35000	-1.070501	1.594307	9.456139	-0.675041	-0.090467	0.013185	0.732094
35001	-1.168489	1.520417	9.676763	-0.675192	-0.091053	0.013304	0.731880
35002	-1.061989	1.861699	9.619470	-0.675434	-0.091584	0.013265	0.731591
35003	-1.127427	1.682466	9.708338	-0.675831	-0.091865	0.012854	0.731197
35004	-1.065033	1.647743	9.613960	-0.676314	-0.091998	0.012290	0.730743
35005	-1.166018	1.529878	9.588375	-0.676734	-0.092216	0.011949	0.730332
35006	-1.183226	1.488872	9.796538	-0.677131	-0.092433	0.011588	0.729942
35007	-1.152875	1.676242	9.789457	-0.677502	-0.092569	0.011399	0.729583
35008	-1.078981	1.078308	9.795629	-0.677773	-0.092533	0.011299	0.729338
35009	-1.065626	0.930553	9.892918	-0.677832	-0.092739	0.011464	0.729254
35010	-1.184150	0.557494	9.668367	-0.677715	-0.093141	0.012107	0.729301
35011	-1.171113	0.985445	9.860521	-0.677365	-0.094207	0.013359	0.729467
35012	-1.273747	1.610241	9.682258	-0.676888	-0.095064	0.014509	0.729778
35013	-1.125372	1.455685	9.744895	-0.676342	-0.095503	0.015160	0.730213
35014	-1.015793	1.477105	9.542974	-0.675727	-0.096032	0.015847	0.730698
35015	-1.042640	1.250601	9.468717	-0.675067	-0.096513	0.016408	0.731232
35016	-1.170841	1.458759	9.419677	-0.674356	-0.096910	0.016764	0.731828
35017	-1.075055	1.608980	9.441633	-0.673758	-0.096599	0.016365	0.732428
35018	-1.059187	1.411637	9.637314	-0.673208	-0.096452	0.015791	0.732966
35019	-0.980885	1.433262	9.385291	-0.672630	-0.096793	0.015750	0.733452
35020	-0.957745	1.858580	9.394561	-0.672004	-0.097755	0.016358	0.733885
35021	-0.956677	2.193291	9.437076	-0.671498	-0.098645	0.016885	0.734217
35022	-1.089099	2.466007	9.785517	-0.671172	-0.099425	0.016987	0.734407
35023	-0.942418	2.315953	9.611346	-0.671133	-0.099753	0.016694	0.734405
35024	-1.092533	2.015874	9.710499	-0.671368	-0.100316	0.016467	0.734119
35025	-1.223380	2.132390	9.663264	-0.671885	-0.100869	0.016433	0.733571
35026	-1.273114	2.194304	9.649230	-0.672834	-0.101072	0.015909	0.732684
