// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
43442	-1.864158	1.887988	9.443712	-0.836994	-0.019991	-0.131516	-0.530797
43443	-1.843145	1.960774	9.341601	-0.837020	-0.019722	-0.131296	-0.530819
43444	-1.850615	1.593058	9.358796	-0.837037	-0.019039	-0.130928	-0.530910
43445	-1.783064	1.422232	9.368230	-0.836968	-0.018879	-0.130980	-0.531011
43446	-1.823729	1.642761	9.437017	-0.836836	-0.018975	-0.131298	-0.531137
43447	-1.835341	1.687641	9.398940	-0.836685	-0.018966	-0.131747	-0.531263
43448	-1.811292	1.798263	9.377507	-0.836553	-0.018815	-0.132142	-0.531380
43449	-1.857898	1.812415	9.375458	-0.836498	-0.018495	-0.132409	-0.531410
43450	-1.947600	1.629701	9.407892	-0.836492	-0.017900	-0.132509	-0.531415
43451	-1.838048	1.473671	9.456228	-0.836440	-0.017715	-0.132831	-0.531422
43452	-1.866838	1.795137	9.596240	-0.836363	-0.017968	-0.133322	-0.531413
43453	-1.955374	2.042517	9.632191	-0.836346	-0.017819	-0.133553	-0.531386
43454	-2.019723	1.847132	9.398530	-0.836433	-0.017212	-0.133438	-0.531298
43455	-1.955982	1.617898	9.476853	-0.836568	-0.016637	-0.133268	-0.531147
43456	-1.905426	1.610479	9.549116	-0.836649	-0.016280	-0.133283	-0.531026
43457	-1.926563	1.486697	9.658064	-0.836651	-0.016260	-0.133483	-0.530974
43458	-1.858852	1.558660	9.553265	-0.836604	-0.016664	-0.134062	-0.530889
43459	-1.954146	1.823724	9.571883	-0.836540	-0.016963	-0.134590	-0.530846
43460	-2.017915	1.693232	9.697950	-0.836412	-0.016759	-0.134948	-0.530964
43461	-2.044363	1.642609	9.616207	-0.836291	-0.016735	-0.135345	-0.531055
43462	-2.028609	1.918736	9.554053	-0.836257	-0.016659	-0.135503	-0.531071
43463	-2.004490	1.889870	9.423478	-0.836330	-0.016163	-0.135330	-0.531014
43464	-1.937310	1.628859	9.403594	-0.836476	-0.015406	-0.134930	-0.530909
43465	-1.938295	1.360292	9.312556	-0.836671	-0.014930	-0.134778	-0.530654
43466	-1.890338	1.397257	9.214663	-0.836869	-0.014988	-0.135062	-0.530267
43467	-1.958258	1.520563	9.092061	-0.837054	-0.015416	-0.135667	-0.529809
43468	-2.027692	1.749823	9.218926	-0.837253	-0.015906	-0.136334	-0.529308
43469	-1.938200	1.951506	9.269656	-0.837550	-0.015671	-0.136673	-0.528758
43470	-1.804009	1.555029	9.371842	-0.837891	-0.014929	-0.136855	-0.528192
43471	-1.912461	1.429602	9.199875	-0.838147	-0.014399	-0.137265	-0.527694
43472	-2.101475	1.572886	9.179564	-0.838347	-0.014279	-0.137866	-0.527222
43473	-2.051084	1.794252	9.138678	-0.838561	-0.014357	-0.138645	-0.526676
43474	-2.265896	2.055534	9.187918	-0.838908	-0.014222	-0.139168	-0.525989
43475	-2.129107	1.859532	9.198478	-0.839474	-0.013671	-0.139319	-0.525058
43476	-1.864912	1.470320	9.192569	-0.840070	-0.012949	-0.139677	-0.524028
43477	-1.722586	1.213353	9.182613	-0.840506	-0.012768	-0.140628	-0.523078
43478	-2.067993	1.593803	9.153513	-0.840786	-0.013262	-0.142176	-0.522197
43479	-2.216001	1.948173	9.061610	-0.841031	-0.013440	-0.143723	-0.521373
43480	-2.188668	2.038335	8.786098	-0.841324	-0.013229	-0.145099	-0.520524
43481	-1.988864	2.083982	9.036059	-0.841658	-0.012018	-0.146022	-0.519754
43482	-1.797521	1.576906	8.904470	-0.841881	-0.009946	-0.146971	-0.519169
43483	-1.886329	1.429092	8.580101	-0.842022	-0.007869	-0.148233	-0.518618
43484	-2.242023	1.390102	8.340292	-0.842077	-0.006005	-0.149910	-0.518070
43485	-2.410599	1.356392	8.926883	-0.842005	-0.004566	-0.152184	-0.517539
43486	-2.149770	1.313606	9.219083	-0.841768	-0.003472	-0.155258	-0.517020
43487	-2.217292	1.880652	9.556197	-0.841345	-0.002771	-0.158870	-0.516615
43488	-2.535189	2.217473	9.402739	-0.840824	-0.001519	-0.162291	-0.516405
43489	-3.039000	2.113357	9.610936	-0.840267	-0.000009	-0.165234	-0.516380
43490	-2.935362	2.191375	9.762499	-0.839693	0.001558	-0.167812	-0.516481
43491	-2.660614	2.232723	9.782103	-0.839156	0.003536	-0.170077	-0.516603
43492	-2.947262	2.048655	9.667376	-0.838577	0.005406	-0.172187	-0.516828
43493	-3.021543	1.741574	9.745829	-0.837900	0.006760	-0.174419	-0.517162
43494	-3.111210	1.804157	9.746778	-0.837134	0.007210	-0.177128	-0.517476
43495	-3.124007	2.124719	10.393584	-0.836238	0.007333	-0.179827	-0.517990
43496	-2.956286	2.286627	10.723149	-0.835246	0.007648	-0.182309	-0.518719
43497	-3.126214	2.414146	11.111237	-0.834189	0.008190	-0.184192	-0.519744
43498	-3.550211	2.370849	10.959606	-0.833124	0.008629	-0.185400	-0.521015
43499	-3.658247	2.191812	11.051658	-0.831917	0.008285	-0.186477	-0.522563
43500	-3.384896	2.085052	10.208583	-0.830737	0.007798	-0.187529	-0.524069
43501	-3.626265	2.230948	10.445478	-0.829675	0.006272	-0.188344	-0.525478
43502	-3.963205	2.595888	11.087618	-0.828746	0.003523	-0.188612	-0.526872
