// Start Time: Unknown
// Update Rate: 60.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.3.5
PacketCounter	Acc_X	Acc_Y	Acc_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3
34999	-0.407633	-1.564204	9.743623	0.794541	-0.090266	-0.039872	0.599139
35000	-0.302533	-1.618840	9.691980	0.793922	-0.090420	-0.039484	0.599960
35001	-0.413710	-1.857638	9.630848	0.793126	-0.090801	-0.039233	0.600971
35002	-0.364582	-2.102434	9.633805	0.792377	-0.091100	-0.038895	0.601936
35003	-0.488156	-2.229467	9.605592	0.791772	-0.090850	-0.038259	0.602810
35004	-0.613964	-2.038291	9.599394	0.791311	-0.090012	-0.037557	0.603585
35005	-0.586322	-1.897077	9.503290	0.790900	-0.089528	-0.037165	0.604220
35006	-0.544874	-1.966321	9.537152	0.790450	-0.089847	-0.036945	0.604774
35007	-0.599898	-1.976719	9.740958	0.790066	-0.090389	-0.036509	0.605221
35008	-0.536375	-1.878599	9.919765	0.789812	-0.090610	-0.035975	0.605552
35009	-0.485901	-1.845379	10.044774	0.789669	-0.090669	-0.035262	0.605771
35010	-0.541236	-1.653179	10.208944	0.789615	-0.090945	-0.034468	0.605846
35011	-0.543371	-1.428560	10.279064	0.789550	-0.091659	-0.034188	0.605839
35012	-0.479484	-1.228961	10.192861	0.789328	-0.092768	-0.034772	0.605926
35013	-0.281936	-1.483066	10.040470	0.788655	-0.093802	-0.035608	0.606594
35014	-0.203521	-1.669673	9.863218	0.787484	-0.094660	-0.035983	0.607959
35015	-0.459737	-2.136231	9.701466	0.786115	-0.095443	-0.036106	0.609599
35016	-0.745883	-2.481967	9.588606	0.784802	-0.095444	-0.036082	0.611290
35017	-0.743993	-2.615331	9.507614	0.783774	-0.094711	-0.036030	0.612724
35018	-0.758206	-2.760052	9.437029	0.782962	-0.093704	-0.035755	0.613932
35019	-0.898329	-2.821917	9.477176	0.782376	-0.092931	-0.035558	0.614807
35020	-0.952629	-2.762605	9.394984	0.781959	-0.092544	-0.035869	0.615377
35021	-0.861232	-2.579624	9.135757	0.781677	-0.092633	-0.036739	0.615670
35022	-0.651176	-2.673546	8.939851	0.781361	-0.092817	-0.037543	0.615995
35023	-0.406729	-2.822071	8.986966	0.781181	-0.092885	-0.037350	0.616225
35024	-0.552538	-2.752400	9.411869	0.781267	-0.092691	-0.036421	0.616201
35025	-0.705387	-2.500029	9.773478	0.781598	-0.092440	-0.035531	0.615871
35026	-0.819089	-2.282367	9.801816	0.782010	-0.092399	-0.035501	0.615355
35027	-0.663150	-2.176600	9.586403	0.782564	-0.092777	-0.036447	0.614538
35028	-0.433159	-2.080302	9.318196	0.783308	-0.093040	-0.037408	0.613492
35029	-0.288314	-1.883186	9.416180	0.784221	-0.092762	-0.037428	0.612366
35030	-0.364274	-1.507269	9.733753	0.785189	-0.092408	-0.036572	0.611230
35031	-0.501251	-1.221402	10.079772	0.786090	-0.092746	-0.035860	0.610061
35032	-0.560157	-0.984251	10.258144	0.786925	-0.093495	-0.035993	0.608862
35033	-0.343001	-0.719701	10.495919	0.787638	-0.093723	-0.036786	0.607856
35034	-0.105947	-0.300325	10.570506	0.788226	-0.093055	-0.037787	0.607134
35035	0.062284	0.018445	10.699686	0.788504	-0.091644	-0.038315	0.606956
35036	0.059667	0.378505	10.817481	0.788324	-0.090662	-0.038538	0.607323
35037	-0.149082	0.334424	10.742414	0.787616	-0.091081	-0.039486	0.608117
35038	-0.297012	-0.178121	10.511495	0.786533	-0.092464	-0.041201	0.609195
35039	-0.238582	-0.628477	10.269126	0.785370	-0.093466	-0.042897	0.610424
35040	-0.034347	-0.975198	10.218980	0.784237	-0.092673	-0.043612	0.611949
35041	0.057047	-0.815931	10.327927	0.782989	-0.090780	-0.042959	0.613875
35042	-0.062581	-0.808416	10.428469	0.781315	-0.089490	-0.041635	0.616283
35043	-0.491314	-1.160076	10.655824	0.779084	-0.089712	-0.040673	0.619132
35044	-0.740985	-1.874987	11.064047	0.776453	-0.090487	-0.040517	0.622328
35045	-0.453172	-2.721531	11.527029	0.773818	-0.090365	-0.040042	0.625649
35046	-0.586314	-3.331598	12.065736	0.771558	-0.088439	-0.038331	0.628815
35047	-0.869327	-3.398113	12.389101	0.769823	-0.085444	-0.035988	0.631488
35048	-1.216160	-3.408223	12.357631	0.768505	-0.082854	-0.034728	0.633506
35049	-1.416317	-3.369254	11.868526	0.767536	-0.080658	-0.035161	0.634938
35050	-1.447876	-3.107371	11.109996	0.766885	-0.078488	-0.038289	0.635815
35051	-1.176808	-3.329953	10.109932	0.766656	-0.075699	-0.043082	0.636123
35052	-0.993806	-3.287945	8.763023	0.766643	-0.072378	-0.048183	0.636158
35053	-0.496994	-3.331045	7.588474	0.766806	-0.069214	-0.052472	0.635976
